movieCd,movieNm
19779003,로보트 태권V 3탄 : 수중 특공대
19760006,로보트 태권V 2탄 : 우주 작전
20101125,로맨스그레이
20110026,로마의 휴일
20124368,렘브란트
19818150,레즈
20113175,레이디킬러스
20134776,레베카 
20124247,레미제라블 디 오리지널 
20247447,첫사랑
20070162,러브메이커
20124550,러브 어페어
20111491,러브 미 텐더
20134281,러브
19750152,랜섬 
20124379,라운더바우트 
20119962,라스트 런
20113173,라벤더힐 몹
19730155,뜨거운 영광
19789024,똘이장군
19730017,똘똘이 해상 특공대
19730079,또순이와 갑순이
20134265,또 다른 길
20163352,300 스파르탄
20120920,아녜스 V에 의한 제인 B
20129035,정염의 검사
19830060,사랑할 때와 헤어질 때
19740082,대비상망
19870023,산딸기 3
19850005,산딸기 2
19820063,산딸기
20223406,안개속에 가버린 사랑
20119956,드라큘라의 신부들
20119954,드라큘라
19790118,뒤돌아 보지마라
19779007,둘도 없는 너
20119951,두목은 죽었다
20134769,동물농장
20080650,동굴 속의 애욕
19710184,동과 서
19770127,돌종
20124347,돌아온 돈 까밀로
19698024,돈을 갖고 튀어라
2010G797,돈 카밀로의 마지막 장
2010A903,돈 카밀로신부의 작은전쟁
2010A807,돈 카밀로 고위 성직자 되다
20124549,독일 영년
19789005,독수리 날개를 펴라
19710067,독나비
20111426,도성사
20134723,더 디자이어
20108665,대해전
20101021,대탈주
19710017,대전장
19760172,대의
19789036,대동강 출신
19748151,대도적
19799108,대근이가 왔소
20124547,달콤한 인생
19799004,달려라 만석아
19780046,에너지 선생
19800052,멋대로 해라
20210164,워싱턴 정가
19890145,홍콩포리스 마담
19488003,올리버 트위스트
20234288,가족 게임
20231915,폭풍의 언덕
20210518,탐정 이야기
20247380,야수는 죽어야 한다
20210516,깨어난 긴로
20247361,처형유희
20247379,살인유희
20247360,가장 위험한 유희
20247378,인간의 증명
19628017,5시부터 7시까지 클레오 
20247297,사물의 움직임
19860062,서울손자병법
19870034,제2의 사춘기
19870055,실연클럽
19860075,가을장미
19880012,위험한 향기(부부)
19830048,참새와 허수아비
19820048,화순이
19760171,단둘이서
19648032,닥터 스트레인지러브
19730078,다정다한
20119218,다이아나
19248003,니벨룽겐의 노래
20119967,늑대인간의 저주
20098726,뉴욕. 뉴욕
19730122,누나
20100722,누가 빈센트 친을 죽였는가?
19799092,노마비사
19768138,네트워크
20140632,네레트바 전투 
19600042,네 멋대로 해라
20110917,너무 많은 것을 안 여자
20108091,냉혈호
20111429,냉소적인 익살극
20134264,내일을 위한 길
19758010,내쉬빌
20119226,내부의 상처
20119443,내가 마지막 본 파리
19780127,낭화비권
19710182,남매는 단둘이다
19720079,남과 북의 당신
19789004,날으는 일지매
19710181,날벼락
20119950,난폭한 토요일
19730077,난파선
20113783,난 미친 말처럼 걸을 것이다
19538021,나이아가라
19558026,나의 청춘 마리안느
20119238,나의 마지막 정부
19790089,나바론 2
20110536,나는 모스크바를 걷고 있네
19530015,나는 고백한다
